id,domain,track,question,raw_response,answer
33,logics,mc,"Bảy người bạn, Ánh, Thức, Quân, Thanh, An, Phát và Quang ngồi trong một hàng rào VIP của sân vận động để xem một trận bóng đá. Các ghế tạo thành ma trận 3 x 3, tức là 3 hàng (trước, giữa và cuối) với 3 ghế ở mỗi hàng.
• Quân ngồi ngay cạnh Thanh.
• Thanh ngồi ngay sau hàng mà Ánh đang ngồi.
• Một bên của Quân sẽ không có ai ngồi.
• Không ai trong số An hoặc Quang ngồi ngay bên cạnh Ánh.
• Thức ngồi ở hàng cuối cùng.
Nếu An và Quang không ngồi cùng một hàng, điều nào sau đây có thể đúng?",B,B
34,literature,mc,"Khi viên quan họ Hoàng bị bệnh điên cuồng, một người thầy thuốc 'khăn cũ giầy rách' đã đến khám và kê đơn thuốc gì để đánh lừa sự chú ý của yêu quái?",A,A
35,psychology,mc,"Khi xem xét các mô hình an toàn trong gắn bó ở người trưởng thành, khái niệm 'an toàn đạt được' (earned-security) thường được so sánh với 'an toàn liên tục' (continuous-security). Theo nghiên cứu của Pearson và cộng sự (1994), hai nhóm này thể hiện sự khác biệt rõ rệt nhất trong khía cạnh nào?",C,C
36,philosophy,mc,Đâu là một trong những điểm bất đồng giữa các nhà nữ quyền khi bàn về bình đẳng giới?,A,A
40,psychology,mc,Cơ chế bảo vệ tự thân (built-in protection) giúp nhà trị liệu tránh khỏi việc giải tỏa phản chuyển di không phù hợp (countertransference acting-out) trong bối cảnh nhóm là gì?,B,B
42,literature,mc,"Trong bài thơ 'Đề Tam hữu đồ' của Lý Tử Tấn, tác giả đã sử dụng triết lý nào trong sách Luận ngữ để ví von với tính cách của người quân tử?",C,C
44,physics,mc,"Một bình bằng thép dung tích $30$ $l$ chứa khí $H_2$ ở áp suất $6$ MPa và nhiệt độ $37^\circ C$. Dùng bình này bơm bóng bay, biết dung tích mỗi quả sau khi bơm là $1,5$ $l$, áp suất và nhiệt độ khí trong mỗi quả bóng là $1,05.10^5$ Pa và $12^\circ C$. Số quả bóng bơm được là",B,B
46,dialect,mc,"Trong câu nói: 'Sáng sớm ra anh vào vía cho em thế này thì hy vọng cả ngày hôm nay em buôn may bán đắt, khách khứa nườm nượp.', từ ngữ 'vào vía' thường được sử dụng phổ biến nhất bởi người dân ở vùng miền nào của Việt Nam?",C,C
50,literature,mc,Điểm khác biệt đặc trưng trong việc sử dụng nguồn văn bản làm cơ sở cho hai tác phẩm 'Thiên đường đã mất' và 'Thiên đường trở lại' của J. Milton là gì?,C,C
51,literature,mc,"Trong cuộc tranh luận về việc sử dụng điển tích, Đầu-Tiếp đã dẫn lại một chi tiết trong sách 'Thủy Kinh' của Trung Quốc để minh họa cho sự sáng tạo của Lý Bạch. Chi tiết đó mô tả hiện tượng gì của loài cá gáy?",A,A
54,literature,mc,"Tập thơ 'Cửu Đài' của Nguyễn Húc, một tác phẩm mà Lê Quý Đôn từng lầm tưởng là đã thất lạc, chủ yếu được sáng tác vào khoảng thời gian nào?",B,B
55,culture,mc,"Trong sơ đồ tổ chức hành chính Kinh thành Thăng Long năm 1748 dưới thời Trịnh Doanh, đơn vị quản lý nào được thiết lập để cai quản các khu vực?",B,B
58,medicine,mc,"Trong hội chứng bệnh lý của phủ Vị, triệu chứng 'đau lâm râm dưới mỏ ác, đau liên tục, mửa nước trong, lưỡi trắng, môi thâm nhợt' chỉ điểm cho tình trạng nào sau đây?",D,D
61,laws,mc,"Ông Lê Văn Nam qua đời vào tháng 3 năm 2025 không để lại di chúc. Trên thửa đất gia đình có xây dựng nhà thờ tổ thuộc chi tộc họ Lê. Người con trai thứ tư đang quản lý di sản có ý định bán toàn bộ đất, bao gồm phần dùng làm nơi thờ cúng. Hành vi này có vi phạm pháp luật không?",C,C
65,psychology,mc,"Dựa trên mô hình tương tác giữa bản năng sống và bản năng chết, yếu tố nào đóng vai trò là 'chất xúc tác' (stimulus) thúc đẩy sự tăng trưởng của đời sống tình dục cá nhân trong giai đoạn đầu đời?",B,B
66,medicine,mc,"Trong phương pháp bào chế và sử dụng bài thuốc Tiên địa hoàng hoàn, bột thuốc sau khi tán mịn được luyện với tá dược gì và áo bằng vị thuốc nào?",A,A
68,computer_science,mc,Thuật ngữ nào sau đây được sử dụng tại lớp mạng (Network Layer) ở phía thiết bị nhận nhằm mục đích phản hồi cho một chỉ báo (Indication) đã nhận được trước đó?,D,D
70,philosophy,mc,Tại sao việc nhanh chóng bác bỏ thuyết khoái lạc (hedonism) chỉ dựa trên một xem xét sơ lược về phản bác 'cỗ máy trải nghiệm' (experience machine) lại là một sai lầm về mặt phương pháp luận?,D,D
73,chemistry,mc,"Muối Mohr là một dạng muối kép có tác dụng chống lại quá trình oxi hóa bằng không khí. Muối Mohr được tạo thành từ hỗn hợp **E** cùng số mol gồm sắt (II) sunfat ngậm 7 phân tử nước và amoni sunfat khan. Biết rằng để làm mất màu hoàn toàn 125 ml dung dịch $\text{KMnO}_4$ 0,3M trong môi trường axit cần 73,5 gam muối Mohr. Cho biết độ tan muối Mohr ở $20^\circ\text{C}$ là 27 gam. Từ m gam **E** người ta điều chế muối Mohr với hiệu suất 65\%; hòa tan muối Mohr này vào nước thu được dung dịch **F**. Hạ dần nhiệt độ **F** xuống $20^\circ\text{C}$ thu được 101,48 gam dung dịch và 31,2 gam muối Mohr kết tinh. Giá trị của m là",D,D
74,dialect,mc,"Trong câu 'Cái mồm dẻo như kẹo mạch nha, nói xằng nói xiên chả ai tin đâu mờ', người nói muốn ám chỉ điều gì thông qua cụm từ 'nói xằng nói xiên'?",D,D
76,psychology,mc,"Trong trường hợp trẻ đái dầm ở giai đoạn môi giới thụ động (passive anal stage) kèm theo tình trạng không tự chủ hoàn toàn, điều kiện tiên quyết mà nhà trị liệu cần thực hiện trước khi yêu cầu trẻ từ bỏ 'khoái cảm cục bộ' (local hedonism) của vùng cơ vòng là gì?",B,B
77,medicine,mc,"Một nữ giới 23 tuổi đến khám với tình trạng thiếu máu, vàng da trong 2 năm, xét nghiệm phết máu ngoại vi thấy hồng cầu hình cầu (spherocytes), xét nghiệm tốt nhất cần thực hiện là",B,B
79,literature,mc,"Trong bối cảnh văn học kháng chiến chống Pháp, nhà thơ Tế Hanh đã xác định mốc thời gian cụ thể nào đánh dấu sự thay đổi sâu sắc trong tình cảm và dẫn đến sự ra đời của bài thơ 'Người đàn bà Ninh Thuận'?",A,A
80,literature,mc,"Trong bài 'Thu dạ hữu hoài' (kỳ tam), tác giả mô tả hành động mâu thuẫn nào khi đối diện với sách và thời tiết giá lạnh?",B,B
82,philosophy,mc,"Theo quan điểm hiệu đính các chức danh lịch sử trong tư tưởng Nho giáo, tại sao việc gọi Khổng Tử là 'Đại Tư Khấu' nước Lỗ bị xem là một sự sai lầm về mặt danh định?",C,C
83,literature,mc,"Trong nguyên tác chữ Hán của bài 'Tặng Quảng Trí Thiền sư', hình ảnh nào được sử dụng làm ẩn dụ cho hàng ngũ quan lại triều đình đang trói buộc tác giả?",C,C
84,medicine,mc,"Trong điều trị loét giác mạc do trực khuẩn mủ xanh (thường do chấn thương từ rơm rạ), phương pháp sử dụng bài thuốc Ngư tinh thảo thang được quy định như thế nào?",B,B
85,literature,mc,"Theo điển tích về xã Phần Du được nhắc đến trong bài 'Thu Xã', địa danh này gắn liền với sự kiện nào của nhân vật lịch sử nào?",A,A
87,culture,mc,"Trong nghi lễ đầy tháng (lễ cúng bà Mụ) cho trẻ nhỏ tại Việt Nam, loại thực phẩm nào thường được yêu cầu phải nhuộm hoặc làm thành màu xanh đỏ?",D,D
88,dialect,mc,"Trong câu nói: 'Trời đất ơi, cái thứ máy móc hạch bà đù này mới mua có mấy bữa mà đã hư lên hư xuống rồi, bực cả mình!', cụm từ 'hạch bà đù' mang ý nghĩa biểu đạt gì?",A,A
89,culture,mc,"Theo số liệu thống kê của chính quyền thực dân Pháp về y tế tại Việt Nam tính đến năm 1943, tình trạng khan hiếm nhân lực y tế được thể hiện qua chỉ số bình quân nào?",C,C
92,chemistry,mc,"Để phân biệt Morphin và Cocain, người ta có thể sử dụng loại thuốc thử nào sau đây?",C,C
94,dialect,mc,"Trong câu 'Tự nhiên mới nhắc tới chuyện cũ có chút xíu mà ông làm gì nổi thầu lậu lên dữ vậy nè?', nếu người nói muốn chuyển sang ngôn ngữ phổ thông để ai cũng hiểu được sắc thái của cụm từ 'nổi thầu lậu' thì câu đó nên được viết lại như thế nào?",C,C
95,laws,mc,Trẻ sơ sinh không được tiêm vắc xin viêm gan B trong vòng 24 giờ sau sinh phải được tiêm liều sơ sinh trong thời hạn tối đa là bao lâu theo quy định pháp luật?,C,C
96,chemistry,mc,"Cho các dữ kiện của nguyên tố $T$ và nguyên tố $X$ như sau: $T^{2+}$: có $30$ neutron, $26$ electron; $X^-$: có $35$ electron, số khối $78$. Phát biểu nào sau đây là sai?",C,C
97,logics,mc,"Cho các phát biểu: ('Ông ấy đã đoạt lấy tia sét từ Thiên đường và vương trượng từ những kẻ Bạo chúa hoặc ai đó đang cầm một chiếc ô màu hồng trước một tòa nhà, William đã thêm một kết luận không liên quan rằng khí độc thần kinh là mối đe dọa đối với con cái chúng ta hơn là sự nóng lên toàn cầu. Nếu một cô bé cúi xuống để tạt nước ở đài phun nước, thì một cặp đôi trẻ đang bắt đầu chơi Jenga trên bàn cà phê trong phòng khách. Một cặp đôi trẻ đang bắt đầu chơi Jenga trên bàn cà phê trong phòng khách. Một khi người đó đang mong đợi mưa, thì bây giờ Joseph và Madison thừa nhận rằng Joseph và Madison đã sai. Khuôn mặt của người y tá được bao quanh bởi mái tóc đỏ đồng khi bây giờ Joseph và Madison thừa nhận rằng Joseph và Madison đã sai.

Dựa trên các phát biểu đã cho, kết luận nào ít có cơ sở nhất?",B,B
98,philosophy,mc,Mối quan hệ giữa các phân hoạch (partitions) và một loại ý nghĩa câu hỏi tìm tòi (inquisitive question meanings) cụ thể là gì?,B,B
99,psychology,mc,Một quan sát viên chưa qua đào tạo (inexperienced observer) khi đánh giá các phản ứng của trẻ trong 'Tình huống lạ' dễ gặp sai lầm hệ thống nào nhất đối với các hành vi kháng cự (resistant behavior)?,A,A
101,medicine,mc,"Bài thuốc Tiêu thực thang dùng cho phụ nữ có thai ăn phải đồ sống lạnh gây thương thực, đau bụng trên dữ dội sử dụng vị thuốc Ô khương với liều lượng và cách chế biến cụ thể như thế nào?",C,C
104,laws,mc,Cộng tác viên sức khỏe cộng đồng tại Thành phố Hồ Chí Minh được hưởng mức chi hỗ trợ tối đa là bao nhiêu theo Nghị quyết 72/2025/NQ-HĐND?,C,C
105,psychology,mc,"Khi xem xét về mối quan hệ giữa trị liệu viên và thân chủ trong liệu pháp tâm động học ngắn hạn, nghiên cứu nào tập trung vào sự tương tác giữa kỹ thuật của trị liệu viên và chức năng phòng vệ của bệnh nhân?",D,D
108,physics,mc,"Trong mạch dao động $LC$, biểu thức nào sau đây là đúng về mối quan hệ giữa cường độ dòng điện tức thời $i$ và điện áp tức thời $u$ giữa hai bản tụ điện?",A,A
109,chemistry,mc,"Khi một người bị ngộ độc nhẹ Cocain, những triệu chứng nào sau đây thường xuất hiện?",A,A
110,computer_science,mc,Phương pháp đệm nào sau đây có thể không đáp ứng đủ nhu cầu xử lý nếu một tiến trình thực hiện các đợt nhập/xuất (I/O) dồn dập và liên tục?,B,B
111,philosophy,mc,"Nguyên nhân chủ chốt nào dẫn đến việc phái Tung Hoành gia bị mai một nhanh chóng và không được coi là một học thuyết đủ điều kiện so với các phái như Nho, Mặc, Đạo?",B,B
112,psychology,mc,"Trong mô hình cấu trúc của phân tâm học, sự khác biệt về nguồn gốc động lực học giữa cảm giác tội lỗi (guilt) và cảm giác xấu hổ (shame) ở bệnh nhân tránh né được xác định như thế nào?",C,C
116,mathematics,mc,Có bao nhiêu giá trị nguyên $y \le 2024$ để ứng với mỗi $y$ tồn tại hai số thực $x$ thỏa mãn bất phương trình $e^{x^2} + (y + \ln x).e^{y + \ln x} \le (x^3 + x)e^y$?,"Để giải quyết bài toán này, chúng ta cần phân tích bất phương trình đã cho:
$$ e^{x^2} + (y + \ln x)e^{y + \ln x} \le (x^3 + x)e^y $$

**Bước 1: Rút gọn và biến đổi bất phương trình**

Điều kiện xác định: $x > 0$ (do có $\ln x$).

Ta có $e^{y + \ln x} = e^y \cdot e^{\ln x} = x e^y$.
Thay vào bất phương trình:
$$ e^{x^2} + (y + \ln x) x e^y \le (x^3 + x)e^y $$
$$ e^{x^2} + x(y + \ln x)e^y \le x^3 e^y + x e^y $$
Chuyển các hạng tử chứa $e^y$ về một vế:
$$ e^{x^2} \le x^3 e^y + x e^y - x(y + \ln x)e^y $$
$$ e^{x^2} \le e^y [ x^3 + x - xy - x\ln x ] $$
$$ e^{x^2} \le e^y [ x^3 - xy + x(1 - \ln x) ] $$

Cách tiếp cận này có vẻ phức tạp. Hãy thử một cách khác bằng cách chia cả hai vế cho $e^y$ (với $y$ là hằng số, $e^y > 0$):
$$ \frac{e^{x^2}}{e^y} + (y + \ln x) \frac{x e^y}{e^y} \le x^3 + x $$
$$ e^{x^2 - y} + x(y + \ln x) \le x^3 + x $$
$$ e^{x^2 - y} + xy + x\ln x \le x^3 + x $$

Xét hàm số $f(t) = t e^t$. Đạo hàm $f'(t) = e^t(1+t)$.
Hàm $f(t)$ đồng biến trên $[-1, +\infty)$.

Hãy thử biến đổi lại bất phương trình ban đầu một cách tinh tế hơn.
$$ e^{x^",E
118,psychology,mc,"Khi áp dụng DEAR MAN cho một tương tác đang diễn ra rất khó khăn (Difficult Current Interaction), bước 'Củng cố' (Reinforce) cuối cùng nên được thực hiện như thế nào nếu đối phương liên tục làm phiền hoặc không coi trọng ý kiến của bạn?",A,A
120,medicine,mc,Bài thuốc 'Bạch phàn tạo giác tán' chủ trị xích bạch lỵ có quy định cụ thể về đối tượng chống chỉ định và chế độ ăn uống như thế nào?,B,B
121,logics,mc,"Tại một bữa tiệc gồm có 4 người, một cặp thanh niên nam là Hùng nữ là Duyên, và hai đứa trẻ cũng một nam một nữ, bé trai là Hải và bé gái là Thư. Một trong bốn người này đã sát hại một trong số họ. Thành viên thứ ba là nhân chứng (chứng kiến tội ác) và thành viên thứ tư là người bao che (người biết sự việc nhưng không tố giác). Thông tin cơ quan điều tra thu thập được như sau.
1) Người lớn tuổi nhất và nhân chứng là hai người khác giới.
2) Người bao che và nhân chứng là người khác giới.
3) “Người bao che” nhiều tuổi hơn nạn nhân.
4) Thanh niên Hùng là người lớn tuổi nhất.
5) Nạn nhân không phải người nhỏ tuổi nhất.
Hỏi có bao nhiêu người có khả năng là nạn nhân",B,B
124,psychology,mc,"Dựa trên các nghiên cứu về sự trưởng thành phụ thuộc vào trải nghiệm (experience-dependent maturation), khung thời gian nào được xác định là giai đoạn nhạy cảm mà chấn thương gắn bó (attachment trauma) có thể gây tác động tiêu cực đến sự phát triển của các mạch viền thuộc hồi đai trước (anterior cingulate)?",D,D
126,psychology,mc,"Khi xem xét mối quan hệ giữa các thành phần năng lực toán học và đọc hiểu, phát hiện nào sau đây về sự biến thiên (variance) được rút ra từ các nghiên cứu về CBM?",A,A
127,dialect,mc,"Trong câu hỏi thăm 'Chào chú, chú mới đi mần vìa hả chú?', cụm từ 'mần vìa' có nghĩa là gì?",D,D
130,dialect,mc,"Dựa trên câu nói 'Sáng nay đi cất vó tép ở mương, được khơ khớ để làm mắm', bạn hãy viết lại nội dung này bằng ngôn ngữ phổ thông chuẩn xác nhất.",B,B
131,logics,mc,"Một cặp đôi trong trang phục công sở ngồi tại một quán cà phê góc phố có không gian ngoài trời. Người quản gia mặc bộ đồ bảo hộ màu xanh lá cây không đổ rác tại một trung tâm mua sắm. Một con ngựa kéo một cỗ xe phía sau với rất nhiều trẻ em bên trong, nếu không phải trường hợp cả cặp đôi trong trang phục công sở ngồi tại quán cà phê góc phố có không gian ngoài trời và một người đàn ông trên xe máy lái xe qua địa hình đầm lầy đều xảy ra. Một người đàn ông trên xe máy lái xe qua địa hình đầm lầy nếu không phải trường hợp cả người mặc đồ bảo hộ màu xanh lá cây đổ rác tại trung tâm mua sắm và một nhân viên điều khiển âm thanh đang chăm sóc âm thanh tại một sự kiện đều xảy ra. Một người đàn ông trên xe máy lái xe qua địa hình đầm lầy.

Hãy xác định kết luận là kết quả hợp lệ từ thông tin đã cung cấp.",B,B
132,dialect,mc,"Dựa vào cách sử dụng từ ngữ và ngữ điệu trong câu: 'Trời ơi, con nít con nôi răng lại cứ nằm trấp mà ngủ rứa, mau lật người lại cho tui nhờ kẻo tức ngực chừ.', hãy xác định người nói đang sử dụng phương ngữ của vùng miền nào (Bắc, Trung, hay Nam)?",B,B
133,culture,mc,"Trong hệ thống các tiểu vùng văn hóa thuộc châu thổ Bắc Bộ theo phân loại của PGS. TS. Ngô Đức Thịnh, địa danh nào sau đây được xếp chung một nhóm tiểu vùng với Hưng Yên?",B,B
135,dialect,mc,"Trong câu nói 'Trời đất ơi, cái thằng dịch vật này nó lại đi lấy tiền của mẹ nó đem đi đá gà hết trơn rồi!', từ 'dịch vật' mang ý nghĩa gì để chỉ trích đối tượng được nhắc đến?",D,D
136,medicine,mc,"Trường hợp trẻ em bị chứng 'Hàn đờm' với biểu hiện lúc mê lúc tỉnh, thở ói ra đờm đặc và xanh, phương pháp điều trị kết hợp giữa Sinh phụ tử và Sinh khương được thực hiện tại vị trí nào trên cơ thể?",C,C
137,literature,mc,"Trong phần 'Bản dịch Nôm cổ', khi vua Trần cùng nàng Hàn Than đối đáp thơ trên thuyền ở sông Nhi Hà, câu thơ nào sau đây là do chính nàng Hàn Than ứng khẩu?",C,C
138,psychology,mc,"Trong mô hình của Winnicott, 'phông nền của sự phá hủy vô thức' (backcloth of unconscious destruction) đóng góp giá trị tích cực nào cho đời sống tình cảm của chủ thể?",B,B
139,psychology,mc,"Trong bối cảnh nghiên cứu về di truyền học phân tử và nhân cách, kết quả nghiên cứu của Greenberg và cộng sự (2000) có điểm đặc thù nào về đối tượng khảo sát so với các nghiên cứu tương tự cùng thời kỳ?",B,B
142,medicine,mc,Một ống tủy phân chia có khả năng cao nhất xảy ra ở,D,D
143,psychology,mc,"Trong các tranh luận về kỹ thuật trị liệu tâm động học, tác giả nào đã đặt ra câu hỏi thách thức tính chính danh của 'quy tắc kiêng khem' (rule of abstinence) truyền thống bằng cách đưa ra khái niệm về sự ban cấp và thỏa mãn (gratification and provision)?",D,D
145,psychology,mc,"Theo quan điểm của Friedman (1991), bản chất thực sự của sự kháng cự (resistance) mà nhà trị liệu cần nhận diện không chỉ là hành vi bướng bỉnh, mà là sự phản kháng đối với trạng thái tâm trí nào?",A,A
146,psychology,mc,"Trong bối cảnh phân tâm học về giai đoạn phallic (dương vật đạo), hành vi triển lãm cơ thể (exhibitionism) ở bé gái - như việc nâng váy hoặc muốn khỏa thân để được chiêm ngưỡng - phục vụ mục đích tâm lý tinh vi nào sau đây?",D,D
148,chemistry,mc,Hầu hết các hợp chất Opioid hấp thu qua đường tiêu hóa sẽ biểu hiện tác dụng dược lý mạnh hơn khi được sử dụng thông qua đường dùng nào sau đây?,A,A
149,philosophy,mc,"Trong hệ thống văn bản của Tuân Tử, sự khác biệt về thể tài giữa hai thiên Thành Tương, Phú Thiên so với các thiên nghị luận dài được giải thích như thế nào?",B,B
150,psychology,mc,"Khi bệnh nhân cảm thấy thất bại hoặc mất mát lúc liệt kê các giá trị cao cả mà mình khao khát, nhà trị liệu được khuyên nên sử dụng 'cảm giác tiêu cực' đó như thế nào?",B,B
152,psychology,mc,"Trong bối cảnh phân tâm học trẻ em, khái niệm 'diễn giải' (interpretation) không phải lúc nào cũng mang lại hiệu quả tích cực. Chi tiết nào sau đây mô tả một tác động tiêu cực cụ thể của việc diễn giải khi đối diện với các nhu cầu phụ thuộc (dependency needs)?",A,A
154,logics,mc,"Từng là một nghệ sĩ đường phố chơi đàn xylophone, người đàn ông mặc áo sơ mi trắng và đeo kính đang nấu ăn tại nhà. Một nghệ sĩ đường phố không chơi đàn xylophone. Một người nam đang mặc quần áo. Một thanh niên nấu món gì đó trong bếp khi người đàn ông mặc áo sơ mi trắng đang khuấy thứ gì đó trong nồi trên bếp hoặc một người đàn ông với cây đàn guitar và micro đứng trên sân khấu. Người đàn ông mặc áo sơ mi trắng không khuấy thứ gì đó trong nồi trên bếp.

Kết luận nào được rút ra một cách logic từ thông tin đã cho?",A,A
156,psychology,mc,"Trong bối cảnh đánh giá ban đầu để lựa chọn giữa kỹ thuật bộc lộ (uncovering) và kỹ thuật hỗ trợ (supporting), một bệnh nhân phản hồi trước lời diễn giải thử nghiệm về sự liên quan giữa quá khứ và hiện tại như sau: 'Tôi có thể hiểu tại sao điều đó đúng với ai đó, nhưng tôi không nghĩ nó đúng với tôi'. Phản ứng này chỉ dấu điều gì về chiến lược điều trị tiếp theo?",B,B
157,dialect,mc,"Trong câu 'Cô Ba ca cải lương hồi nào giờ nghe mùi lắm, nhịp nhàng lúc nào cũng ăn đờn chớ hổng có trật đi đâu được', hãy viết lại toàn bộ nội dung này bằng ngôn ngữ tiếng Việt phổ thông chuẩn xác nhất.",A,A
158,literature,mc,Thuật ngữ 'Kình bằng thóc' được sử dụng trong bài thơ về Sông Bạch Đằng mang ý nghĩa biểu tượng gì?,C,C
160,logics,mc,"Trong trường hợp một con chó đang nhảy ra khỏi nước trong một hồ nước, thì một đứa trẻ mới biết đi đang thưởng thức chiếc bánh sinh nhật của mình. Cho biết một người đang ngồi trước máy tính hoặc một người đàn ông trong văn phòng đang làm việc trên máy tính, thì một đứa trẻ mới biết đi đang thưởng thức chiếc bánh sinh nhật của mình. Một con chó trắng đang té nước. Một người không ngồi trước máy tính. Trong trường hợp một con chó màu nâu vàng nhảy xuống nước, kéo theo việc một con chó nhảy ra khỏi nước. Một con chó nhảy ra khỏi nước là điều kiện đủ cho trường hợp một con chó không bị khô. Tóm lại, khi một con chó ở trong hồ, một người đàn ông trong văn phòng không làm việc trên máy tính.

Tiền đề nào hoàn thiện lập luận và làm cho kết luận trở nên hợp lệ?",C,C
161,literature,mc,"Trong cuộc gặp gỡ tại sông quanh năm 986, sứ giả nhà Tống là Lý Giác đã mượn hình ảnh nào trong thơ để bày tỏ sự tôn kính đối với vua Lê Đại Hành?",B,B
165,philosophy,mc,Simon Keller đã đánh giá chủ nghĩa yêu nước theo cách nào?,D,D
167,computer_science,mc,"Trong ma trận nhầm lẫn (Confusion Matrix), giá trị tại phần tử nằm ở hàng i và cột j cho biết thông tin nào sau đây?",A,A
168,dialect,mc,"Trong câu nói 'Tết ni sắp tới rồi, tui định đem ít huê lợi trong vườn ra chợ bán kiếm đồng vô đồng ra sắm sửa trong nhà', từ 'huê lợi' được người nói dùng để chỉ đối tượng nào?",B,B
169,literature,mc,"Trong bài ngũ ngôn 'Hàm Đan ký du', tác giả mô tả sự khác biệt về phương thức canh tác nông nghiệp tại vùng đất Hàm Đan như thế nào?",B,B
171,medicine,mc,Tắc vòi trứng chiếm tỷ lệ bao nhiêu phần trăm trong vô sinh do vòi trứng?,D,D
172,medicine,mc,"Một trẻ 2 tháng tuổi nhập viện với tình trạng sặc sau khi bú, được chụp thực quản có cản quang cho thấy có rò khí - thực quản ở ngang mức đốt sống cổ C4. Phương pháp tiếp cận phẫu thuật của bạn là gì?",B,B
173,dialect,mc,"Trong câu nói 'Cái ngữ thằng ấy thì làm ăn gì, người đâu mà cứ ngẩn ra như thế thì chỉ có thiệt thân thôi con ạ', hãy viết lại toàn bộ nội dung sang tiếng Việt phổ thông sao cho giữ nguyên ý nghĩa.",A,A
174,psychology,mc,"Trong bối cảnh đào tạo tâm lý trị liệu vận động cảm giác (Sensorimotor Psychotherapy), thách thức cốt lõi khiến các nhà lâm sàng có kinh nghiệm truyền thống thường cảm thấy e dè khi tiếp cận phương pháp này không phải là do sự thiếu hụt kỹ năng quan sát bẩm sinh, mà là do yếu tố nào sau đây?",B,B
177,logics,mc,"Từ năm 1993, khu vực Nội Mông, Trung Quốc thường xuyên xuất hiện bão cát, gây thiệt hại kinh tế nghiêm trọng. Một số người cho rằng, bão cát là do khí hậu khô hạn dẫn đến thoái hóa và sa mạc hóa thảo nguyên, là thiên tai, do đó không thể tránh khỏi. Trong các ý sau đây, ý nào nếu đúng, có thể đặt nghi vấn đối với quan điểm trên, ngoại trừ?",A,A
